META
VERSION=1
DICT_NAME=柯林斯词典
DICT_INTRO=柯林斯词典示例文件，共999个单词的分割释义
DICT_LANG=en
DEF_TMPL={{单词}} {{词性}}{{音标}}<br/>{{中文释义}}
FIELDS=单词	音标	词性	扩展	英文释义	中文释义
actress	英[ˈæktrəs]美[ˈæktrɪs]	★★★☆☆ n-count		<span class="endef"> An <b>actress</b> is a woman whose job is acting in plays or films.   </span>	<span class="text_blue">女演员</span>
actual	英[ˈæktʃuəl]美[ˈæktʃuəl]	★★★☆☆ adj		<span class="endef"> You use <b>actual</b> to emphasize that you are referring to something real or genuine.   </span>	<span class="text_blue">真实的；实际的</span>
actual	英[ˈæktʃuəl]美[ˈæktʃuəl]	★★★☆☆ adj		<span class="endef"> You use <b>actual</b> to contrast the important aspect of something with a less important aspect.   </span>	<span class="text_blue">（用于对比主次方面）真正的，实际的</span>
actual	英[ˈæktʃuəl]美[ˈæktʃuəl]	★★★☆☆ 		<span class="endef">   <b>in actual fact</b><span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://fact">fact</a></b>;  </span>	<span class="text_blue"></span>
actual bodily harm	英[ˈæktʃuəlˈbɔdli:hɑ:m]美[ˈæktʃuəlˈbɑdlihɑrm]	n-uncount		<span class="endef"><b>Actual bodily harm</b> is a criminal offence in which someone gives another person a minor injury.   </span>	<span class="text_blue">轻微人身伤害（罪）</span>
actuality	英[ˌæktʃuˈæləti]美[ˌæktʃuˈælɪti]	★☆☆☆☆ phrase		<span class="endef"> You can use <b>in actuality</b> to emphasize that what you are saying is true, when it contradicts or contrasts with what you have previously said.   </span>	<span class="text_blue">真实地；实际上</span>
actuality	英[ˌæktʃuˈæləti]美[ˌæktʃuˈælɪti]	★☆☆☆☆ n-uncount		<span class="endef"><b>Actuality</b> is the state of really existing rather than being imagined.   </span>	<span class="text_blue">真实;实际</span>
actuality	英[ˌæktʃuˈæləti]美[ˌæktʃuˈælɪti]	★☆☆☆☆ n-count		<span class="endef"> An <b>actuality</b> is a fact or condition that really exists.   </span>	<span class="text_blue">真实情况;实际情况;事实</span>
actually	英[ˈæktʃuəli]美[ˈæktʃuəli]	★★★★★ adv		<span class="endef"> You use <b>actually</b> to indicate that a situation exists or happened, or to emphasize that it is true.   </span>	<span class="text_blue">的确;真实地;事实上</span>
actually	英[ˈæktʃuəli]美[ˈæktʃuəli]	★★★★★ adv		<span class="endef"> You use <b>actually</b> when you are correcting or contradicting someone.   </span>	<span class="text_blue">（用于纠正他人或表示反对）实际上，事实上</span>
actually	英[ˈæktʃuəli]美[ˈæktʃuəli]	★★★★★ adv		<span class="endef"> You can use <b>actually</b> when you are politely expressing an opinion that other people might not have expected from you.   </span>	<span class="text_blue">(礼貌地表达与他人的期待所不同的观点)说实在的，说真的</span>
actually	英[ˈæktʃuəli]美[ˈæktʃuəli]	★★★★★ adv		<span class="endef"> You use <b>actually</b> to introduce a new topic into a conversation.   </span>	<span class="text_blue">（引入新话题）其实，说实在的</span>
actuarial	英[ˌæktʃʊ'eərɪəl]美[ˌæktʃʊ'eərɪrl]	adj		<span class="endef"><b>Actuarial</b> means relating to the work of an actuary.   </span>	<span class="text_blue">保险精算师的;保险计算的</span>
actuary	英[ˈæktʃuəri]美[ˈæktʃeri]	n-count		<span class="endef"> An <b>actuary</b> is a person who is employed by insurance companies to calculate how much they should charge their clients for insurance.   </span>	<span class="text_blue">保险精算师;保险业务计算员</span>
actuate	英[ˈæktʃueɪt]美[ˈæktʃuˌet]	verb		<span class="endef"> If a person <b>is actuated by</b> an emotion, that emotion makes them act in a certain way. If something <b>actuates</b> a device, the device starts working.   </span>	<span class="text_blue">激励;驱使;开动</span>
act up	英[æktʌp]美[æktʌp]	phrasal verb		<span class="endef"> If something <b>is acting up</b>, it is not working properly.   </span>	<span class="text_blue">运作不正常；出毛病</span>
act up	英[æktʌp]美[æktʌp]	phrasal verb		<span class="endef"> If a child <b>is acting up</b>, they are behaving badly.   </span>	<span class="text_blue">（孩子）耍脾气，捣蛋</span>
acuity	英[əˈkju:əti]美[əˈkjuɪti]	n-uncount		<span class="endef"><b>Acuity</b> is sharpness of vision or hearing, or quickness of thought.   </span>	<span class="text_blue">（视力、听力、思维的）敏锐，敏锐度</span>
acumen	英[ˈækjəmən]美[əˈkjumən,ˈækjə-]	n-uncount		<span class="endef"><b>Acumen</b> is the ability to make good judgments and quick decisions.   </span>	<span class="text_blue">敏锐;聪明</span>
acupressure	英[ˈækjupreʃə(r)]美[ˈakjəˌprɛʃɚ]	n-uncount		<span class="endef"><b>Acupressure</b> is the treatment of pain by a type of massage in which pressure is put on certain areas of a person's body.   </span>	<span class="text_blue">指压按摩</span>
acupuncture	英[ˈækjupʌŋktʃə(r)]美[ˈækjʊˌpʌŋktʃɚ]	★☆☆☆☆ n-uncount		<span class="endef"><b>Acupuncture</b> is the treatment of a person's illness or pain by sticking small needles into their body at certain places.   </span>	<span class="text_blue">针刺；针刺疗法</span>
acupuncturist	英[ˈækjupʌŋktʃərɪst]美[ˈækjupʌŋktʃərɪst]	n-count		<span class="endef"> An <b>acupuncturist</b> is a person who performs acupuncture.   </span>	<span class="text_blue">针灸师;针疗医生</span>
acute	英[əˈkju:t]美[əˈkjut]	★★☆☆☆ adj-graded		<span class="endef"> You can use <b>acute</b> to indicate that an undesirable situation or feeling is very severe or intense.   </span>	<span class="text_blue">（情况）严重的；（感觉）强烈的</span>
acute	英[əˈkju:t]美[əˈkjut]	★★☆☆☆ adj		<span class="endef"> An <b>acute</b> illness is one that becomes severe very quickly but does not last very long.   </span>	<span class="text_blue">急性的</span>
acute	英[əˈkju:t]美[əˈkjut]	★★☆☆☆ adj-graded		<span class="endef"> If a person's or animal's sight, hearing, or sense of smell is <b>acute</b>, it is sensitive and powerful.   </span>	<span class="text_blue">（感官）灵敏的</span>
acute	英[əˈkju:t]美[əˈkjut]	★★☆☆☆ adj-graded		<span class="endef"> If you say that someone is <b>acute</b> or has an <b>acute</b> mind, you mean that they are quick to notice things and are able to understand them clearly.   </span>	<span class="text_blue">敏锐的；有洞察力的</span>
acute	英[əˈkju:t]美[əˈkjut]	★★☆☆☆ adj-graded		<span class="endef"> An <b>acute</b> angle is less than 90°.   </span>	<span class="text_blue">锐角的</span>
acute	英[əˈkju:t]美[əˈkjut]	★★☆☆☆ adj		<span class="endef"> An <b>acute</b> accent is a symbol that is placed over vowels in some languages in order to indicate how that vowel is pronounced or over one letter in a word to indicate where it is stressed. You refer to a letter with this accent as, for example, e <b>acute</b>. For example, there is an acute accent over the letter 'e' in the French word 'café'.   </span>	<span class="text_blue">（标在元音等上面的符号）尖音的，重音的</span>
acutely	英[əˈkju:tli]美[əˈkjuːtli]	★☆☆☆☆ adv-graded		<span class="endef"> If you feel or notice something <b>acutely</b>, you feel or notice it very strongly.   </span>	<span class="text_blue">深深地（感觉到），强烈地(意识到)</span>
acutely	英[əˈkju:tli]美[əˈkjuːtli]	★☆☆☆☆ adv-graded		<span class="endef"> If a feeling or quality is <b>acutely</b> unpleasant, it is extremely unpleasant.   </span>	<span class="text_blue">（感觉、性质）极其</span>
AD	英[ˌeɪˈdi:]	★☆☆☆☆ 		<span class="endef"> You use <b>AD</b> in dates to indicate the number of years or centuries that have passed since the year in which Jesus Christ is believed to have been born.   </span>	<span class="text_blue">公元</span>
ad	英[æd]美[æd]	★★★☆☆ n-count		<span class="endef"> An <b>ad</b> is an advertisement.   </span>	<span class="text_blue">广告</span>
adage	英[ˈædɪdʒ]美[ˈædɪdʒ]	n-count		<span class="endef"> An <b>adage</b> is something which people often say and which expresses a general truth about some aspect of life.   </span>	<span class="text_blue">谚语；格言</span>
adagio	英[əˈdɑ:dʒiəʊ]美[əˈdɑdʒioʊ]	adv-graded		<span class="endef"><b>Adagio</b> written above a piece of music means that it should be played slowly.   </span>	<span class="text_blue">缓慢地（用作音乐中的指示）</span>
adagio	英[əˈdɑ:dʒiəʊ]美[əˈdɑdʒioʊ]	n-count		<span class="endef"> An <b>adagio</b> is a piece of music that is played slowly.   </span>	<span class="text_blue">慢板乐章;柔板;慢板</span>
adamant	英[ˈædəmənt]美[ˈædəmənt,-ˌmænt]	★☆☆☆☆ adj-graded		<span class="endef"> If someone is <b>adamant about</b> something, they are determined not to change their mind about it.   </span>	<span class="text_blue">坚决的;坚定不移的</span>
adamantly	英['ædəməntlɪ]美[ˈædəməntli,-ˌmænt-]	★☆☆☆☆ adj-graded		<span class="endef"> If someone is <b>adamant about</b> something, they are determined not to change their mind about it.   </span>	<span class="text_blue">坚决的;坚定不移的</span>
Adam's apple		n-count		<span class="endef"> Your <b>Adam's apple</b> is the lump that sticks out of the front of your neck below your throat.   </span>	<span class="text_blue">喉结</span>
adapt	英[əˈdæpt]美[əˈdæpt]	★★☆☆☆ verb		<span class="endef"> If you <b>adapt to</b> a new situation or <b>adapt yourself to</b> it, you change your ideas or behaviour in order to deal with it successfully.   </span>	<span class="text_blue">适应</span>
adapt	英[əˈdæpt]美[əˈdæpt]	★★☆☆☆ verb		<span class="endef"> If you <b>adapt</b> something, you change it to make it suitable for a new purpose or situation.   </span>	<span class="text_blue">使适合，使适应（新用途或新情况）</span>
adapt	英[əˈdæpt]美[əˈdæpt]	★★☆☆☆ verb		<span class="endef"> If you <b>adapt</b> a book or play, you change it so that it can be made into a film or a television programme.   </span>	<span class="text_blue">改编；改写</span>
adapt	英[əˈdæpt]美[əˈdæpt]	★★☆☆☆ see also:		<span class="endef"><b class="text_blue"><a class="explain" href="entry://adapted">adapted</a></b>;    </span>	<span class="text_blue"></span>
adaptability	英[əˌdæptə'bɪlətɪ]美[əˌdæptə'bɪlətɪ]	★☆☆☆☆ adj-graded		<span class="endef"> If you describe a person or animal as <b>adaptable</b>, you mean that they are able to change their ideas or behaviour in order to deal with new situations.   </span>	<span class="text_blue">有适应能力的;能适应的;适应性强的</span>
adaptable	英[əˈdæptəbl]美[əˈdæptəbəl]	★☆☆☆☆ adj-graded		<span class="endef"> If you describe a person or animal as <b>adaptable</b>, you mean that they are able to change their ideas or behaviour in order to deal with new situations.   </span>	<span class="text_blue">有适应能力的;能适应的;适应性强的</span>
adaptation	英[ˌædæpˈteɪʃn]美[ˌædæpˈteʃən]	★☆☆☆☆ n-count		<span class="endef"> An <b>adaptation</b> of a book or play is a film or a television programme that is based on it.   </span>	<span class="text_blue">（电影或电视的）改写本，改编本</span>
adaptation	英[ˌædæpˈteɪʃn]美[ˌædæpˈteʃən]	★☆☆☆☆ n-uncount		<span class="endef"><b>Adaptation</b> is the act of changing something or changing your behaviour to make it suitable for a new purpose or situation.   </span>	<span class="text_blue">适应;作出调整</span>
adapted	英[ə'dæptɪd]美[ə'dæptɪd]	adj-graded		<span class="endef"> If something is <b>adapted</b> to a particular situation or purpose, it is especially suitable for it.   </span>	<span class="text_blue">适用于…的;适合…的</span>
